,index,Tags,text,top3_topic_scibert,top3_topic,top3_topic_scibert_str,top3_descricao,top3_tags_descricao,mean_similarity_top3_descricao,top4_topic_scibert,top4_topic,top4_topic_scibert_str,top4_descricao,top4_tags_descricao,mean_similarity_top4_descricao,top5_topic_scibert,top5_topic,top5_topic_scibert_str,top5_descricao,top5_tags_descricao,mean_similarity_top5_descricao
199,39d2d8b7557a3aa4.json,[],"['Cost Analysis: DNA Variant Benchmark Workflow paired', 'HG38ref', 'Input dataset', 'FASTQ Dataset', 'Input dataset', 'Input dataset', 'Bowtie2', 'output', 'bowtie2', 'Samtools sort', 'output1', 'samtools_sort', 'FreeBayes', 'output_vcf', 'freebayes', 'Samtools flagstat', 'output1', 'samtools_flagstat', 'bamCoverage', 'outFileName', 'deeptools_bam_coverage', 'input_file', 'bcftools filter', 'output_file', 'bcftools_filter', 'inputB_file', 'input_file', 'sec_default', 'sec_restrict', 'bcftools stats', 'output_file', 'bcftools_stats', 'runtime parameter for tool bcftools filter', 'runtime parameter for tool bcftools stats', 'runtime parameter for tool bcftools stats', 'runtime parameter for tool bcftools stats', 'runtime parameter for tool bcftools stats', 'HG38ref', 'FASTQ Dataset', 'Bowtie2 on input dataset(s): alignments', 'FreeBayes on input dataset(s) (variants)']","['workflow', 'variant', 'sec_restrict', 'sec_default', 'paired', 'output', 'outfilename', 'dna', 'cost', 'benchmark']",-1,workflow variant sec_restrict sec_default paired output outfilename dna cost benchmark,"[589, 960, 62]","[[], [], ['CUTnRUN']]",0.88521737,"['sec_restrict', 'sec_default', 'deeptools_bam_coverage', '', '', '', '', '', '', '']",-1,sec_restrict sec_default deeptools_bam_coverage       ,"[669, 271, 885, 986]","[[], ['RNAseq'], [], []]",0.86222583,"['variant', 'sec_restrict', 'sec_default', 'paired', 'outfilename', 'workflow', 'dna', 'deeptools_bam_coverage', 'cost', 'benchmark']",-1,variant sec_restrict sec_default paired outfilename workflow dna deeptools_bam_coverage cost benchmark,"[294, 926, 93, 896, 419]","[[], [], ['RNAseq'], [], []]",0.8877884
200,f1dd64a7464054a4.json,[],"['Jeremy: Tophat fusion post output to chrint', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Cut', 'out_file1']","['compute', 'tophat', 'to', 'post', 'output', 'jeremy', 'fusion', 'cut', 'chrint', '']",0,compute tophat to post output jeremy fusion cut chrint ,"[504, 159, 620]","[[], ['bedGraph', 'GFF'], []]",0.79225,"['compute', 'tophat', 'to', 'post', 'output', 'jeremy', 'fusion', 'cut', 'chrint', '']",0,compute tophat to post output jeremy fusion cut chrint ,"[103, 490, 248, 766]","[[], [], [], []]",0.79075605,"['compute', 'tophat', 'to', 'post', 'output', 'jeremy', 'fusion', 'cut', 'chrint', '']",0,compute tophat to post output jeremy fusion cut chrint ,"[372, 297, 230, 170, 504]","[[], ['phylogeny', 'fasta', 'phylogenetic'], ['name:transcriptomics', 'name:singlecell', 'name:training'], [], []]",0.79887086
201,5674956f5c18b85b.json,[],"['shiv', 'mutant_R1.fastq', 'Input dataset', 'mutant_R2.fastq', 'Input dataset', 'wildtype.fna', 'Input dataset', 'wildtype.gbk', 'Input dataset', 'wildtype.gff', 'Input dataset', 'snippy', 'snpvcf', 'snpgff', 'snptab', 'snpsum', 'snplog', 'snpalign', 'snpconsensus', 'snpsbam', 'outdir', 'snippy', 'JBrowse', 'output', 'jbrowse', 'mutant_R1.fastq', 'mutant_R2.fastq', 'wildtype.fna', 'wildtype.gbk', 'wildtype.gff']","['wildtype', 'fastq', 'jbrowse', 'snippy', 'mutant_r1', 'gff', 'gbk', 'fna', 'mutant_r2', 'outdir']",0,wildtype fastq jbrowse snippy mutant_r1 gff gbk fna mutant_r2 outdir,"[827, 36, 425]","[[], [], []]",0.85263926,"['wildtype', 'fastq', 'jbrowse', 'snippy', 'mutant_r1', 'gff', 'gbk', 'fna', 'mutant_r2', 'outdir']",0,wildtype fastq jbrowse snippy mutant_r1 gff gbk fna mutant_r2 outdir,"[226, 36, 214, 887]","[[], [], [], ['COVID-19', 'ARTIC', 'ONT', 'covid19.galaxyproject.org']]",0.85440093,"['wildtype', 'fastq', 'jbrowse', 'snippy', 'mutant_r1', 'gff', 'gbk', 'fna', 'mutant_r2', 'outdir']",0,wildtype fastq jbrowse snippy mutant_r1 gff gbk fna mutant_r2 outdir,"[152, 53, 827, 582, 340]","[['asbmr2016'], [], [], [], []]",0.8479106
202,43cea919ebf9d978.json,['Hi-C'],"['Lucille Delisle', 'Hi-C_fastqToPairs_hic (release v0.1)', 'PE fastq input', 'Input dataset collection', 'genome name', 'Input parameter', 'Restriction enzyme', 'Input parameter', 'No fill-in', 'Input parameter', 'minimum MAPQ', 'Input parameter', 'Hicup Pipeline', 'intermediate_results', 'hicup_results', 'hicup_report', 'dataset_hicup', 'digester_file', 'hicup_hicup', 'Compose text parameter value', 'out1', 'compose_text_param', 'Hicup to juicer converter', 'output', 'hicup2juicer', 'Filter', 'out_file1', 'Hi-C', 'PE fastq input', 'genome name', 'Restriction enzyme', 'No fill-in', 'minimum MAPQ', 'HiCUP', 'HiCUP report (HTML)', 'HiCUP report (tabular)', 'build filtering rule for MAPQ', 'valid pairs in juicebox format', 'valid pairs in juicebox format', 'valid pairs in juicebox format MAPQ filtered', 'valid pairs in juicebox format MAPQ filtered']","['output', 'filter', 'no', 'fill', 'in', '', '', '', '', '']",-1,output filter no fill in     ,"[717, 206, 917]","[['Hi-C'], [], []]",0.83171815,"['out1', 'output', 'dataset', 'collection', 'input', '', '', '', '', '']",-1,out1 output dataset collection input     ,"[305, 941, 881, 453]","[[], [], [], ['testtag', 'mytag']]",0.91470236,"['hicup', 'hi', 'fill', 'no', 'genome', 'name', 'enzyme', 'report', 'restriction', 'in']",0,hicup hi fill no genome name enzyme report restriction in,"[590, 992, 149, 736, 433]","[[], ['COVID-19', 'covid19.galaxyproject.org', 'iwc', 'emergen_validated'], [], [], []]",0.76509094
203,86be1351ffb6498c.json,[],"[""Workflow 'RNA-seq_Course_Project_NG'"", 'Coriell-NA12877_R1.fastq', 'Input dataset', 'Coriell-NA12877_R2.fastq', 'Input dataset', 'Coriell-NA12878_R1.fastq', 'Input dataset', 'Coriell-NA12878_R2.fastq', 'Input dataset', 'Coriell-NA12880_R1.fastq', 'Input dataset', 'Coriell-NA12880_R2.fastq', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'MergeSamFiles', 'outFile', 'picard', 'Filter', 'out_file2', 'out_file1', 'bamtools_filter', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'CleanSam', 'outFile', 'picard', 'FreeBayes', 'output_vcf', 'freebayes', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Group', 'out_file1', 'Sort', 'out_file1']","['vcffilter', 'fastqc', 'filter', 'picard', 'bwa', 'coriell', 'dataset', 'fastq', 'input', 'mem']",0,vcffilter fastqc filter picard bwa coriell dataset fastq input mem,"[504, 255, 559]","[[], [], []]",0.9144537,"['sort', '', '', '', '', '', '', '', '', '']",-1,sort         ,"[22, 357, 426, 445]","[[], [], [], []]",0.96620035,"['out_file1', 'vcffilter', 'fastqc', 'outfile', 'input', 'html_file', 'filter', 'fastq', 'dataset', 'coriell']",0,out_file1 vcffilter fastqc outfile input html_file filter fastq dataset coriell,"[628, 662, 165, 705, 435]","[[], ['Polymorphism'], [], [], []]",0.9667913
204,724d097d63a73d5c.json,[],"['Compare two datasets to find common or distinct rows', 'Input Dataset Memory', 'Input dataset', 'Input Dataset Naive', 'Input dataset', 'Input Dataset HA-specific', 'Input dataset', 'Input Dataset IA-2-specific', 'Input dataset', 'Add column', 'out_file1', 'Add column', 'out_file1', 'Remove beginning', 'out_file1', 'Remove beginning', 'out_file1', 'Compare two Datasets', 'out_file1', 'Add column', 'out_file1', 'Add column', 'out_file1', 'Compare two Datasets', 'out_file1', 'Compare two Datasets', 'out_file1', 'Compare two Datasets', 'out_file1', 'Compare two Datasets', 'out_file1', 'Compare two Datasets', 'out_file1']","['dataset', 'input', 'compare', 'two', 'datasets', 'add', 'column', 'specific', 'rows', 'or']",0,dataset input compare two datasets add column specific rows or,"[919, 651, 696]","[[], [], []]",0.8369453,"['dataset', 'input', 'compare', 'two', 'datasets', 'add', 'column', 'specific', 'rows', 'or']",0,dataset input compare two datasets add column specific rows or,"[840, 696, 989, 405]","[[], [], [], []]",0.841877,"['dataset', 'input', 'compare', 'two', 'datasets', 'add', 'column', 'specific', 'rows', 'or']",0,dataset input compare two datasets add column specific rows or,"[919, 989, 147, 1010, 384]","[[], [], [], [], ['KEGG', 'pathway', 'gene', 'mapping', 'human']]",0.83259284
205,929b7a83015fdcda.json,[],"['Guerler', 'Inter-genome interaction prediction', 'Query FASTA', 'Input dataset', 'Target FASTA', 'Input dataset', 'Cross reference', 'Input dataset', 'Split Fasta', 'splitted_fasta', 'splitfasta', 'Split Fasta', 'splitted_fasta', 'splitfasta', 'db_source', 'db_source', 'db_source_cs219', 'db_source_cs219', 'HHsearch', 'output', 'hhsearch', 'db_source', 'db_source', 'db_source_cs219', 'db_source_cs219', 'HHsearch', 'output', 'hhsearch', 'Extract element identifiers', 'output', 'collection_element_identifiers', 'Filter failed datasets', 'output', 'Extract element identifiers', 'output', 'collection_element_identifiers', 'Filter failed datasets', 'output', 'DBKit Create', 'index', 'database', 'ffindex_dbkit_create', 'DBKit Create', 'index', 'database', 'ffindex_dbkit_create', 'SPRING Min-Z', 'output', 'spring_minz', 'DBKit Merge', 'outindex', 'outdata', 'ffindex_dbkit_merge', 'SPRING Model-All', 'models', 'log', 'spring_model_all', 'runtime parameter for tool HHsearch', 'runtime parameter for tool HHsearch', 'runtime parameter for tool HHsearch', 'runtime parameter for tool HHsearch', 'runtime parameter for tool HHsearch', 'runtime parameter for tool HHsearch', 'runtime parameter for tool HHsearch', 'runtime parameter for tool HHsearch', 'Query FASTA', 'Target FASTA', 'Cross reference', 'SPRING min-Z Table', 'DBKit Merged Index', 'DBKit Merged Database']","['hhsearch', 'tool', 'for', 'parameter', 'runtime', 'output', 'fasta', 'dbkit', 'db_source', 'db_source_cs219']",0,hhsearch tool for parameter runtime output fasta dbkit db_source db_source_cs219,"[327, 718, 376]","[[], [], []]",0.88084143,"['hhsearch', 'tool', 'for', 'parameter', 'runtime', 'output', 'fasta', 'dbkit', 'db_source', 'db_source_cs219']",0,hhsearch tool for parameter runtime output fasta dbkit db_source db_source_cs219,"[418, 697, 718, 127]","[[], [], [], []]",0.87959445,"['hhsearch', 'tool', 'for', 'parameter', 'runtime', 'output', 'fasta', 'dbkit', 'db_source', 'db_source_cs219']",0,hhsearch tool for parameter runtime output fasta dbkit db_source db_source_cs219,"[244, 718, 240, 640, 838]","[['aptamer', 'SELEX'], [], [], [], []]",0.87828887
206,31dea5361ec9421c.json,[],"['restricted Illumina reads to usable SNPs w ref', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'Map with Bowtie for Illumina', 'output', 'mapping_stats', 'bowtie_wrappers', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'Generate pileup', 'output1', 'sam_pileup', 'Filter pileup', 'out_file1', 'pileup_parser', 'Filter', 'out_file1', 'Cut', 'out_file1']","['filter', 'cut', 'pileup', '', '', '', '', '', '', '']",-1,filter cut pileup       ,"[202, 917, 845]","[['Hi-C'], [], []]",0.8310111,"['cut', 'filter', '', '', '', '', '', '', '', '']",-1,cut filter        ,"[917, 686, 176, 9]","[[], ['Hi-C'], ['aptamer', 'SELEX'], []]",0.8714093,"['illumina', 'to', 'filter', 'pileup', 'map', 'usable', 'snps', 'sam_to_bam', 'sam_pileup', 'sam']",0,illumina to filter pileup map usable snps sam_to_bam sam_pileup sam,"[958, 239, 458, 343, 129]","[[], [], [], [], []]",0.9012213
207,65b4051e722228b8.json,[],"[""Workflow constructed from history '\\u57fa\\u56e0\\u6ce8\\u91ca'"", 'augustus_training_1.tar.gz', 'Input dataset', 'augustus_training_2.tar.gz', 'Input dataset', 'S_pombe_chrIII.fasta', 'Input dataset', 'genome.fa', 'Input dataset', 'S_pombe_trinity_assembly.fasta', 'Input dataset', 'Swissprot_no_S_pombe.fasta', 'Input dataset', 'Fasta Statistics', 'stats', 'fasta_stats', 'Busco', 'busco_sum', 'busco_table', 'busco_missing', 'busco', 'Maker', 'output_gff', 'output_evidences', 'output_full', 'maker', 'Genome annotation statistics', 'summary', 'graphs', 'jcvi_gff_stats']","['augustus_training_2', 'tar', 'gz', '', '', '', '', '', '', '']",-1,augustus_training_2 tar gz       ,"[57, 639, 546]","[[], [], []]",0.84669256,"['u91ca', 'u6ce8', 'u57fa', 'u56e0', 'workflow', 'history', 'graphs', 'from', 'fa', 'constructed']",-1,u91ca u6ce8 u57fa u56e0 workflow history graphs from fa constructed,"[720, 556, 295, 317]","[[], [], [], []]",0.7356546,"['dataset', 'input', 'fasta', 'maker', 'gz', 'statistics', 'tar', 'genome', 's_pombe_trinity_assembly', 'stats']",0,dataset input fasta maker gz statistics tar genome s_pombe_trinity_assembly stats,"[896, 565, 653, 797, 869]","[[], [], [], [], []]",0.8933303
208,e2d7b8a4e6c422a3.json,[],"[""Workflow 'Bioinformatics Assignment Data'"", 'annotation.bed', 'Input dataset', 'NGS0001.R1.fastq.qz', 'Input dataset', 'NGS0001.R2.fastq.qz', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'Samtools flagstat', 'output1', 'samtools_flagstat', 'Samtools flagstat', 'output1', 'samtools_flagstat', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'CollectInsertSizeMetrics', 'outFile', 'histFile', 'picard', 'Compute both the depth and breadth of coverage', 'output', 'bedtools', 'FreeBayes', 'output_vcf', 'freebayes', 'Samtools idxstats', 'output', 'samtools_idxstats', 'Sort', 'out_file1', 'VCFfilter:', 'out_file1', 'vcffilter', 'Summary Statistics', 'out_file1', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'annotation.bed', 'NGS0001.R1.fastq.qz', 'NGS0001.R2.fastq.qz']","['table_annovar', 'bwa', '', '', '', '', '', '', '', '']",-1,table_annovar bwa        ,"[337, 25, 948]","[[], [], []]",0.9173835,"['fastqc', 'table_annovar', '', '', '', '', '', '', '', '']",-1,fastqc table_annovar        ,"[489, 460, 154, 217]","[[], [], [], []]",0.88887155,"['the', 'summary', 'statistics', 'of', 'depth', 'coverage', 'compute', 'breadth', 'both', 'and']",-1,the summary statistics of depth coverage compute breadth both and,"[688, 468, 543, 150, 469]","[[], [], [], [], []]",0.8664943
209,400c1d170f073279.json,['for'],"['workflowone', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ to FASTA', 'output_file', 'fastqtofasta', 'Compute sequence length', 'output', 'fasta_compute_length', 'for']","['fastqc', 'workflowone', 'to', 'sequence', 'length', 'fastqtofasta', 'fastq', 'fasta_compute_length', 'fasta', 'compute']",0,fastqc workflowone to sequence length fastqtofasta fastq fasta_compute_length fasta compute,"[381, 256, 435]","[[], [], []]",0.8503375,"['output_file', 'fasta_compute_length', '', '', '', '', '', '', '', '']",-1,output_file fasta_compute_length        ,"[554, 832, 425, 69]","[[], ['imported'], [], ['Assingment']]",0.87836653,"['for', 'fasta_compute_length', '', '', '', '', '', '', '', '']",-1,for fasta_compute_length        ,"[608, 806, 462, 670, 390]","[[], [], [], [], []]",0.84152794
210,b1cd3f793187d667.json,[],"['edited: Cloudmap Uncovered Region Subtraction workflow', 'Uncovered regions for mutant under analysis (BED file)', 'Input dataset', 'Uncovered regions for subtraction 1 (BED file)', 'Input dataset', 'Uncovered regions for subtraction 2 (BED file)', 'Input dataset', 'Intersect', 'output', 'intersect', 'Subtract', 'output', 'subtract', 'SnpEff', 'output', 'statsFile', 'snpeff']","['input', 'dataset', 'snpeff', 'statsfile', '', '', '', '', '', '']",0,input dataset snpeff statsfile      ,"[864, 547, 294]","[[], [], []]",0.9097004,"['uncovered', 'bed', 'subtraction', 'regions', 'output', 'for', 'file', 'subtract', 'intersect', 'cloudmap']",0,uncovered bed subtraction regions output for file subtract intersect cloudmap,"[544, 304, 525, 28]","[[], [], [], []]",0.8572626,"['input', 'dataset', 'snpeff', 'statsfile', '', '', '', '', '', '']",0,input dataset snpeff statsfile      ,"[864, 894, 366, 777, 28]","[[], [], [], ['ChIP'], []]",0.8752611
211,52a2cca52985cdc7.json,[],"['RNA-seq ', 'Genome GTF', 'Input dataset', 'Genome FASTA', 'Input dataset', 'Pistel', 'Input dataset', 'Stamen', 'Input dataset', 'Legule', 'Input dataset', 'Mature Leaves', 'Input dataset', 'Root', 'Input dataset', 'Seed', 'Input dataset', 'Bowtie2', 'output', 'bowtie2', 'Bowtie2', 'output', 'bowtie2', 'Bowtie2', 'output', 'bowtie2', 'Bowtie2', 'output', 'bowtie2', 'Bowtie2', 'output', 'bowtie2', 'Bowtie2', 'output', 'bowtie2', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cuffmerge', 'merged_transcripts', 'cuffmerge', 'Cuffcompare', 'transcripts_accuracy', 'input1_tmap', 'input1_refmap', 'transcripts_combined', 'cuffcompare', 'Cuffdiff', 'splicing_diff', 'promoters_diff', 'cds_diff', 'cds_exp_fpkm_tracking', 'cds_fpkm_tracking', 'cds_count_tracking', 'tss_groups_exp', 'tss_groups_fpkm_tracking', 'tss_groups_count_tracking', 'genes_exp', 'genes_fpkm_tracking', 'genes_count_tracking', 'isoforms_exp', 'isoforms_fpkm_tracking', 'isoforms_count_tracking', 'cuffdiff', 'Genome GTF', 'Genome FASTA', 'Pistel', 'Stamen', 'Legule', 'Mature Leaves', 'Root', 'Seed', 'Bowtie2 on input dataset(s): alignments', 'Cufflinks on input dataset(s): Skipped Transcripts', 'Cufflinks on input dataset(s): transcript expression', 'Cufflinks on input dataset(s): gene expression', 'Cufflinks on input dataset(s): assembled transcripts', 'Cufflinks on input dataset(s): total map mass', 'Cuffmerge on input dataset(s): merged transcripts', 'Cuffcompare on input dataset(s): combined transcripts', 'Cuffcompare on input dataset(s): transcript accuracy', 'Cuffdiff on input dataset(s): promoters differential expression testing', 'Cuffdiff on input dataset(s): CDS overloading diffential expression testing', 'Cuffdiff on input dataset(s): CDS FPKM differential expression testing', 'Cuffdiff on input dataset(s): CDS FPKM tracking', 'Cuffdiff on input dataset(s): TSS groups differential expression testing', 'Cuffdiff on input dataset(s): TSS groups FPKM tracking', 'Cuffdiff on input dataset(s): gene differential expression testing', 'Cuffdiff on input dataset(s): gene FPKM tracking', 'Cuffdiff on input dataset(s): splicing differential expression testing', 'Cuffdiff on input dataset(s): transcript differential expression testing', 'Cuffdiff on input dataset(s): transcript FPKM tracking']","['splicing_diff', 'stamen', '', '', '', '', '', '', '', '']",-1,splicing_diff stamen        ,"[913, 725, 118]","[['RNAseq', 'Illumina', 'Tophat', 'Cuffdiff'], [], ['nascent', 'RNA']]",0.86023253,"['input', 'dataset', 'on', 'cufflinks', 'cuffdiff', 'expression', 'testing', 'differential', 'total_map_mass', 'genes_expression']",0,input dataset on cufflinks cuffdiff expression testing differential total_map_mass genes_expression,"[981, 951, 779, 195]","[[], [], [], []]",0.8750297,"['root', '', '', '', '', '', '', '', '', '']",-1,root         ,"[227, 817, 934, 660, 67]","[['aptamer', 'SELEX'], ['ChIP'], ['mpvx', 'generic'], ['illumina', 'virus', 'sirnas', 'viroid'], []]",0.84216374
212,08bdcecd1cb0bda3.json,[],"['Benchmarking RNA Single-Read Cloud Costs', 'Reference Transcript (FASTA)', 'Input dataset', 'FASTQ RNA Dataset', 'Input dataset', 'reference_transcriptome', 'single_paired', 'Kallisto quant', 'abundance_h5', 'abundance_tab', 'kallisto_quant', 'Map with BWA-MEM', 'bam_output', 'bwa', 'Bowtie2', 'output', 'bowtie2', 'geneMap', 'Salmon quant', 'output_quant', 'output_gene_quant', 'salmon', 'StringTie', 'output_gtf', 'stringtie', 'runtime parameter for tool Kallisto quant', 'runtime parameter for tool Kallisto quant', 'runtime parameter for tool Salmon quant', 'Reference Transcript (FASTA)', 'FASTQ RNA Dataset', 'Kallisto quant on input dataset(s): Abundances (tabular)', 'Kallisto quant on input dataset(s): Abundances (HDF5)', 'Map with BWA-MEM on input dataset(s) (mapped reads in BAM format)', 'Bowtie2 on input dataset(s): alignments', 'Salmon quant on input dataset(s) (Gene Quantification)', 'Salmon quant on input dataset(s) (Quantification)']","['output_gene_quant', 'kallisto_quant', 'salmon', '', '', '', '', '', '', '']",-1,output_gene_quant kallisto_quant salmon       ,"[793, 178, 509]","[['illumina'], [], []]",0.86553866,"['bowtie2', 'single_paired', 'alignments', 'on', 'input', 'dataset', '', '', '', '']",-1,bowtie2 single_paired alignments on input dataset    ,"[275, 266, 94, 851]","[[], [], ['Rna', 'Rnaseq', 'Bioinformatics'], []]",0.8848245,"['input', 'dataset', 'on', 'tabular', 'genemap', 'alignments', 'abundance_h5', 'quant', 'abundances', 'bowtie2']",-1,input dataset on tabular genemap alignments abundance_h5 quant abundances bowtie2,"[892, 825, 879, 747, 275]","[[], [], [], [], []]",0.8837965
213,8356ee639055cbca.json,[],"['HW5(GM20000)', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FASTQ Trimmer', 'output_file', 'fastq_trimmer', 'FastQC:Read QC', 'html_file', 'fastqc', 'Remove sequencing artifacts', 'output', 'fastx_artifacts_filter', 'Filter by quality', 'output', 'fastq_quality_filter', 'Map with BWA for Illumina', 'output', 'bwa_wrappers', 'FastQC:Read QC', 'html_file', 'fastqc', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardASMetrics/1.56.0']","['fastqc', 'read', 'fastq', 'qc', 'trimmer', 'with', 'g2', 'artifacts', '56', 'illumina']",0,fastqc read fastq qc trimmer with g2 artifacts 56 illumina,"[89, 753, 287]","[['RNAseq', 'illumina'], [], []]",0.8864031,"['with', 'sequencing', 'remove', 'quality', 'map', 'illumina', 'for', 'filter', 'by', 'bwa']",-1,with sequencing remove quality map illumina for filter by bwa,"[680, 672, 818, 658]","[[], [], [], []]",0.86831415,"['output', 'output_file', 'html_file', 'output1', '', '', '', '', '', '']",0,output output_file html_file output1      ,"[857, 667, 538, 61, 724]","[[], ['virus', 'viroid', 'illumina', 'sRNAs'], [], [], []]",0.9335882
214,db8443163482a2e0.json,[],"['polimorphic sites in trio', 'Coriell-NA12877_R1.fastq1', 'Input dataset', 'Coriell-NA12877_R2.fastq2', 'Input dataset', 'Coriell-NA12878_R1.fastq', 'Input dataset', 'Coriell-NA12878_R2.fastq', 'Input dataset', 'Coriell-NA12880_R1.fastq', 'Input dataset', 'Coriell-NA12880_R2.fastq', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'Map with BWA-MEM', 'bam_output', 'bwa', 'Map with BWA-MEM', 'bam_output', 'bwa', 'Map with BWA-MEM', 'bam_output', 'bwa', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'MergeSamFiles', 'outFile', 'picard', 'CleanSam', 'outFile', 'picard', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'CleanSam', 'outFile', 'picard', 'FreeBayes', 'output_vcf', 'freebayes', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFselectsamples:', 'out_file1', 'vcfselectsamples', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'snpeff', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'VCFfilter:', 'out_file1', 'vcffilter', 'Group', 'out_file1', 'Sort', 'out_file1', 'Coriell-NA12877_R1.fastq1', 'Coriell-NA12877_R2.fastq2', 'Coriell-NA12878_R1.fastq', 'Coriell-NA12878_R2.fastq', 'Coriell-NA12880_R1.fastq', 'Coriell-NA12880_R2.fastq']","['vcffilter', 'fastq', 'coriell', 'out_file1', 'fastqc', 'outfile', 'picard', 'groomer', 'text_file', 'input']",0,vcffilter fastq coriell out_file1 fastqc outfile picard groomer text_file input,"[255, 628, 705]","[[], [], []]",0.9545564,"['markduplicates', 'sort', 'na12878_r2', 'coriell', 'fastq', '', '', '', '', '']",-1,markduplicates sort na12878_r2 coriell fastq     ,"[797, 399, 868, 36]","[[], [], [], []]",0.87908673,"['vcffilter', '', '', '', '', '', '', '', '', '']",-1,vcffilter         ,"[76, 386, 530, 280, 219]","[[], [], [], [], []]",0.80725706
