,index,Tags,text,top3_topic_bert,top3_topic,top3_topic_bert_str,top3_descricao,top3_tags_descricao,mean_similarity_top3_descricao,top4_topic_bert,top4_topic,top4_topic_bert_str,top4_descricao,top4_tags_descricao,mean_similarity_top4_descricao,top5_topic_bert,top5_topic,top5_topic_bert_str,top5_descricao,top5_tags_descricao,mean_similarity_top5_descricao,top6_topic_bert,top6_topic,top6_topic_bert_str,top6_descricao,top6_tags_descricao,mean_similarity_top6_descricao,top7_topic_bert,top7_topic,top7_topic_bert_str,top7_descricao,top7_tags_descricao,mean_similarity_top7_descricao,top8_topic_bert,top8_topic,top8_topic_bert_str,top8_descricao,top8_tags_descricao,mean_similarity_top8_descricao
421,e5a01f746bc9e9b5.json,[],"['RNAseq Analysis for SRR2221841', 'Arabidopsis_thaliana.TAIR10.dna.toplevel.fa', 'Input dataset', 'Arabidopsis_thaliana.TAIR10.38.gtf', 'Input dataset', 'Download and Extract Reads in FASTA/Q', 'output_accession', 'sra_tools', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out', 'log_file', 'trimmomatic', 'FastQC', 'html_file', 'text_file', 'fastqc', 'HISAT2', 'output_alignments', 'hisat2', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'Arabidopsis_thaliana.TAIR10.dna.toplevel.fa', 'Arabidopsis_thaliana.TAIR10.38.gtf', 'SRR2221841']","['arabidopsis_thaliana', 'tair10', 'dataset', 'input', 'html_file', 'gtf', 'fa', 'dna', 'hisat2', '38']",0,arabidopsis_thaliana tair10 dataset input html_file gtf fa dna hisat2 38,"[630, 235, 582]","[[], [], []]",0.90189344,"['sra_tools', '', '', '', '', '', '', '', '', '']",-1,sra_tools         ,"[193, 197, 993, 79]","[['NCBI', 'SRA', 'FPKM'], ['Workflow', 'test'], [], []]",0.9619492,"['fastqc', 'featurecounts', 'reads', 'in', 'fastq_out', 'fasta', 'extract', 'download', 'and', '']",0,fastqc featurecounts reads in fastq_out fasta extract download and ,"[781, 128, 912, 820, 480]","[[], [], [], [], []]",0.93609315,"['tair10', 'arabidopsis_thaliana', 'fastqc', 'fa', 'srr2221841', 'toplevel', '38', 'hisat2', 'gtf', 'dna']",0,tair10 arabidopsis_thaliana fastqc fa srr2221841 toplevel 38 hisat2 gtf dna,"[385, 620, 582, 290, 748, 377]","[[], [], [], [], [], []]",0.8870713,"['hisat2', '', '', '', '', '', '', '', '', '']",-1,hisat2         ,"[449, 125, 866, 364, 867, 27, 76]","[[], [], [], [], [], [], []]",0.73195845,"['tair10', 'arabidopsis_thaliana', 'fastqc', 'fa', 'srr2221841', 'toplevel', '38', 'hisat2', 'gtf', 'dna']",0,tair10 arabidopsis_thaliana fastqc fa srr2221841 toplevel 38 hisat2 gtf dna,"[385, 152, 45, 912, 797, 201, 290, 759]","[[], ['asbmr2016'], [], [], [], [], [], []]",0.8757192
422,c46d9db2531a44b0.json,[],"[""Workflow constructed from history 'Exons and Repeats'"", 'Exons', 'Input dataset', 'Other feature', 'Input dataset', 'Join', 'output', 'join', 'Group', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1']","['out_file1', 'input', 'dataset', '', '', '', '', '', '', '']",-1,out_file1 input dataset       ,"[940, 577, 943]","[[], [], []]",0.9260691,"['out_file1', 'input', 'dataset', '', '', '', '', '', '', '']",-1,out_file1 input dataset       ,"[774, 690, 251, 964]","[['aptamer', 'SELEX'], [], [], ['StitchGeneblocks', 'MAF', 'FASTA']]",0.9399164,"['output', '', '', '', '', '', '', '', '', '']",-1,output         ,"[662, 816, 476, 502, 278]","[['Polymorphism'], [], [], [], []]",0.97599715,"['other', 'feature', 'input', 'dataset', '', '', '', '', '', '']",-1,other feature input dataset      ,"[864, 431, 766, 121, 804, 89]","[[], [], [], [], [], ['RNAseq', 'illumina']]",0.90619415,"['repeats', 'workflow', 'history', 'from', 'constructed', 'and', 'input', 'exons', 'dataset', '']",-1,repeats workflow history from constructed and input exons dataset ,"[788, 1003, 98, 275, 936, 714, 314]","[[], [], [], [], [], ['aptamer', 'SELEX'], ['ChIP-seq', 'bowtie', 'Mapping']]",0.89309394,"['input', 'dataset', '', '', '', '', '', '', '', '']",-1,input dataset        ,"[318, 486, 980, 90, 370, 881, 170, 13]","[[], [], ['fasta', 'reformat', 'identifiers', 'datasets'], [], [], [], [], []]",0.9800694
423,71621a8a85b93435.json,[],"['my workflow', 'Input Dataset', 'Input dataset', 'Remove beginning', 'out_file1']","['my workflow', 'Input Dataset', 'Input dataset', 'Remove beginning', 'out_file1']",,my workflow Input Dataset Input dataset Remove beginning out_file1,"[1003, 718, 700]","[[], [], ['asbmr2016']]",0.92309713,"['my workflow', 'Input Dataset', 'Input dataset', 'Remove beginning', 'out_file1']",,my workflow Input Dataset Input dataset Remove beginning out_file1,"[1003, 718, 659, 774]","[[], [], [], ['aptamer', 'SELEX']]",0.92247736,"['my workflow', 'Input Dataset', 'Input dataset', 'Remove beginning', 'out_file1']",,my workflow Input Dataset Input dataset Remove beginning out_file1,"[972, 1003, 445, 279, 778]","[[], [], [], [], []]",0.9219616,"['my workflow', 'Input Dataset', 'Input dataset', 'Remove beginning', 'out_file1']",,my workflow Input Dataset Input dataset Remove beginning out_file1,"[1003, 718, 353, 279, 813, 840]","[[], [], [], [], [], []]",0.92118055,"['my workflow', 'Input Dataset', 'Input dataset', 'Remove beginning', 'out_file1']",,my workflow Input Dataset Input dataset Remove beginning out_file1,"[1003, 718, 353, 279, 170, 778, 319]","[[], [], [], [], [], [], []]",0.91885215,"['my workflow', 'Input Dataset', 'Input dataset', 'Remove beginning', 'out_file1']",,my workflow Input Dataset Input dataset Remove beginning out_file1,"[1003, 718, 353, 279, 813, 430, 322, 778]","[[], [], [], [], [], [], ['aptamer', 'SELEX'], []]",0.9193361
424,b5ac201b63a32a9b.json,[],"[""Workflow constructed from history 'Mazen Ali'"", 'merged transcripts', 'Input dataset', 'BAM 1', 'Input dataset', 'BAM 2', 'Input dataset', 'Cuffdiff', 'splicing_diff', 'promoters_diff', 'cds_diff', 'cds_exp_fpkm_tracking', 'cds_fpkm_tracking', 'tss_groups_exp', 'tss_groups_fpkm_tracking', 'genes_exp', 'genes_fpkm_tracking', 'isoforms_exp', 'isoforms_fpkm_tracking', 'cuffdiff', 'Filter', 'out_file1', 'merged transcripts', 'BAM 1', 'BAM 2', 'Cuffdiff']","['bam', '', '', '', '', '', '', '', '', '']",0,bam         ,"[105, 208, 605]","[[], [], []]",0.7311015,"['cuffdiff', 'dataset', 'input', 'transcripts', 'merged', 'genes_exp', 'genes_fpkm_tracking', 'tss_groups_fpkm_tracking', 'tss_groups_exp', 'splicing_diff']",0,cuffdiff dataset input transcripts merged genes_exp genes_fpkm_tracking tss_groups_fpkm_tracking tss_groups_exp splicing_diff,"[707, 42, 779, 634]","[[], [], [], []]",0.9456496,"['cuffdiff', 'dataset', 'input', 'transcripts', 'merged', 'genes_exp', 'genes_fpkm_tracking', 'tss_groups_fpkm_tracking', 'tss_groups_exp', 'splicing_diff']",0,cuffdiff dataset input transcripts merged genes_exp genes_fpkm_tracking tss_groups_fpkm_tracking tss_groups_exp splicing_diff,"[707, 612, 727, 452, 396]","[[], [], ['RNAseq', 'Illumina', 'Tophat', 'Cuffdiff'], [], []]",0.9442285,"['cuffdiff', 'dataset', 'input', 'transcripts', 'merged', 'genes_exp', 'genes_fpkm_tracking', 'tss_groups_fpkm_tracking', 'tss_groups_exp', 'splicing_diff']",0,cuffdiff dataset input transcripts merged genes_exp genes_fpkm_tracking tss_groups_fpkm_tracking tss_groups_exp splicing_diff,"[707, 134, 211, 156, 396, 452]","[[], [], [], [], [], []]",0.93827885,"['cuffdiff', 'dataset', 'input', 'transcripts', 'merged', 'genes_exp', 'genes_fpkm_tracking', 'tss_groups_fpkm_tracking', 'tss_groups_exp', 'splicing_diff']",0,cuffdiff dataset input transcripts merged genes_exp genes_fpkm_tracking tss_groups_fpkm_tracking tss_groups_exp splicing_diff,"[707, 566, 191, 1002, 396, 573, 212]","[[], [], [], [], [], [], []]",0.93194944,"['cuffdiff', 'dataset', 'input', 'transcripts', 'merged', 'genes_exp', 'genes_fpkm_tracking', 'tss_groups_fpkm_tracking', 'tss_groups_exp', 'splicing_diff']",0,cuffdiff dataset input transcripts merged genes_exp genes_fpkm_tracking tss_groups_fpkm_tracking tss_groups_exp splicing_diff,"[707, 452, 191, 396, 852, 727, 282, 779]","[[], [], [], [], [], ['RNAseq', 'Illumina', 'Tophat', 'Cuffdiff'], [], []]",0.94201946
425,4ed9f54caa932479.json,[],"[""Workflow constructed from history 'Bioinformatics Data Handling Assessment 2019'"", 'annotation.bed', 'Input dataset', 'NGS0001.R1.fastq.q', 'Input dataset', 'NGS0001.R2.fastq.q', 'Input dataset', 'SnpEff download:', 'snpeff_db', 'snpeff', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'Flagstat', 'output1', 'samtools_flagstat', 'Flagstat', 'output1', 'samtools_flagstat', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'IdxStats', 'output', 'samtools_idxstats', 'CollectInsertSizeMetrics', 'outFile', 'histFile', 'picard', 'Compute both the depth and breadth of coverage', 'output', 'bedtools', 'FreeBayes', 'output_vcf', 'freebayes', 'Sort', 'out_file1', 'VCFfilter:', 'out_file1', 'vcffilter', 'bcftools counts', 'output_file', 'bcftools_plugin_counts', 'Summary Statistics', 'out_file1', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'snpeff', 'bcftools counts', 'output_file', 'bcftools_plugin_counts', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Cut', 'out_file1', 'Text reformatting', 'outfile', 'text_processing', 'bedtools SortBED', 'output', 'bedtools', 'bcftools view', 'output_file', 'bcftools_view', 'VCFtoTab-delimited:', 'out_file1', 'vcf2tsv', 'Advanced Cut', 'output', 'text_processing']","['freebayes', 'the', 'table_annovar', 'of', 'idxstats', 'depth', 'coverage', 'compute', 'breadth', 'both']",-1,freebayes the table_annovar of idxstats depth coverage compute breadth both,"[574, 610, 855]","[[], [], []]",0.9481546,"['output_vcf', 'of', 'metrics_file', 'idxstats', 'depth', 'coverage', 'compute', 'the', 'breadth', 'both']",-1,output_vcf of metrics_file idxstats depth coverage compute the breadth both,"[1, 561, 905, 30]","[[], [], [], []]",0.9389452,"['metrics_file', 'idxstats', 'sort', 'bwa', '', '', '', '', '', '']",-1,metrics_file idxstats sort bwa      ,"[448, 37, 109, 103, 356]","[[], [], [], [], []]",0.9028109,"['freebayes', 'idxstats', 'samtool_filter2', 'bwa', '', '', '', '', '', '']",-1,freebayes idxstats samtool_filter2 bwa      ,"[30, 489, 255, 441, 808, 614]","[[], [], [], [], [], []]",0.92118186,"['sort', 'metrics_file', '', '', '', '', '', '', '', '']",-1,sort metrics_file        ,"[804, 60, 618, 77, 267, 706, 46]","[[], [], ['Hi-C'], ['sequence-analysis'], [], [], []]",0.859166,"['table_annovar', 'statsfile', 'sort', 'output_vcf', 'metrics_file', 'idxstats', '', '', '', '']",-1,table_annovar statsfile sort output_vcf metrics_file idxstats    ,"[262, 863, 755, 571, 742, 490, 217, 71]","[[], ['COVID-19', 'ARTIC', 'covid19.galaxyproject.org'], ['mlxv', 'generic'], [], [], [], [], ['CUTnRUN']]",0.930295
426,3dc57709c4387ba7.json,[],"[""Workflow 'k22063917 NGS0001 Assignment FINAL' - up to variant calling & filtering'"", 'annotation.bed', 'Input dataset', 'NGS0001.R1.fastq.qz', 'Input dataset', 'NGS0001.R2.fastq.qz', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'Flagstat', 'output1', 'samtools_flagstat', 'Flagstat', 'output1', 'samtools_flagstat', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'IdxStats', 'output', 'samtools_idxstats', 'CollectInsertSizeMetrics', 'outFile', 'histFile', 'picard', 'Compute both the depth and breadth of coverage', 'output', 'bedtools', 'FreeBayes', 'output_vcf', 'freebayes', 'Sort', 'out_file1', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'Summary Statistics', 'out_file1', 'annotation.bed', 'NGS0001.R1.fastq.qz', 'NGS0001.R2.fastq.qz']","['sort', 'mem', 'map', 'with', 'idxstats', 'bwa', 'input', 'dataset', '', '']",-1,sort mem map with idxstats bwa input dataset  ,"[851, 72, 907]","[[], [], []]",0.8961422,"['coverage', 'breadth', 'idxstats', 'final', 'filtering', 'depth', 'of', 'compute', 'collectinsertsizemetrics', 'calling']",-1,coverage breadth idxstats final filtering depth of compute collectinsertsizemetrics calling,"[29, 561, 114, 650]","[[], [], [], []]",0.9112226,"['the', 'samtool_filter2', 'of', 'idxstats', 'depth', 'coverage', 'compute', 'breadth', 'both', 'and']",-1,the samtool_filter2 of idxstats depth coverage compute breadth both and,"[610, 670, 688, 288, 650]","[[], [], [], [], []]",0.9395491,"['compute', 'idxstats', 'filtering', 'depth', 'coverage', 'k22063917', 'collectinsertsizemetrics', 'calling', 'breadth', 'both']",-1,compute idxstats filtering depth coverage k22063917 collectinsertsizemetrics calling breadth both,"[561, 29, 109, 448, 768, 726]","[[], [], [], [], [], []]",0.8876252,"['depth', 'k22063917', 'histfile', 'final', 'filtering', 'workflow', 'coverage', 'compute', 'calling', 'breadth']",-1,depth k22063917 histfile final filtering workflow coverage compute calling breadth,"[399, 830, 54, 152, 243, 572, 39]","[[], [], [], ['asbmr2016'], [], [], []]",0.8390447,"['the', 'of', 'depth', 'coverage', 'compute', 'breadth', 'both', 'and', '', '']",-1,the of depth coverage compute breadth both and  ,"[469, 462, 531, 897, 511, 543, 288, 307]","[[], [], [], [], [], [], [], []]",0.88045955
427,4d04cc04954f069b.json,[],"['In Silico', 'BigBed file of H3K27ac peak calls', 'Input dataset', ""SNP's polymorphic in MS"", 'Input dataset', 'input1', 'BED-to-bigBed', 'out_file1', 'input', 'SortBED', 'output', 'bedtools', 'count', 'fraction', 'header', 'inputA', 'invert', 'once', 'reciprocal', 'reduce_or_iterate', 'split', 'Intersect intervals', 'output', 'bedtools', 'runtime parameter for tool BED-to-bigBed', 'runtime parameter for tool SortBED', 'runtime parameter for tool Intersect intervals', 'runtime parameter for tool Intersect intervals', 'runtime parameter for tool Intersect intervals', 'runtime parameter for tool Intersect intervals', 'runtime parameter for tool Intersect intervals', 'runtime parameter for tool Intersect intervals', 'runtime parameter for tool Intersect intervals', 'runtime parameter for tool Intersect intervals', 'runtime parameter for tool Intersect intervals', 'BigBed file of H3K27ac peak calls', ""SNP's polymorphic in MS"", 'bigBed-to-Bed']","['bigbed', 'bed', 'to', 'input', 'in', 'ms', 'dataset', 'sortbed', 'calls', 'bedtools']",0,bigbed bed to input in ms dataset sortbed calls bedtools,"[26, 557, 781]","[[], [], []]",0.8877035,"['intervals', 'intersect', 'tool', 'runtime', 'parameter', 'for', '', '', '', '']",0,intervals intersect tool runtime parameter for    ,"[941, 188, 715, 78]","[[], [], [], ['metagenomics']]",0.89880115,"['intervals', 'intersect', 'tool', 'runtime', 'parameter', 'for', '', '', '', '']",0,intervals intersect tool runtime parameter for    ,"[521, 520, 78, 895, 33]","[[], [], ['metagenomics'], [], []]",0.8898624,"['intervals', 'intersect', 'tool', 'runtime', 'parameter', 'for', '', '', '', '']",0,intervals intersect tool runtime parameter for    ,"[950, 283, 544, 175, 938, 941]","[['aptamer', 'SELEX'], ['name:suhasini'], [], [], [], []]",0.88848346,"['bigbed', 'bed', 'to', 'input', 'in', 'ms', 'dataset', 'sortbed', 'calls', 'bedtools']",0,bigbed bed to input in ms dataset sortbed calls bedtools,"[614, 26, 593, 781, 197, 718, 313]","[[], [], ['ATACseq'], [], ['Workflow', 'test'], [], []]",0.88608325,"['bigbed', 'bed', 'to', 'input', 'in', 'ms', 'dataset', 'sortbed', 'calls', 'bedtools']",0,bigbed bed to input in ms dataset sortbed calls bedtools,"[978, 26, 557, 813, 781, 570, 718, 475]","[[], [], [], [], [], [], [], ['ATACseq']]",0.88810664
428,d761637d43ee0324.json,[],"['workflow test', 'Raw reads', 'Input dataset', 'adapters', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'readtype', 'Trimmomatic', 'fastq_out', 'trimmomatic', 'adv', 'input_options', 'StringTie', 'output_gtf', 'stringtie', 'library', 'HISAT2', 'output_alignments', 'hisat2', 'input', 'Samtools view', 'outputsam', 'samtools_view', 'alignment', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'edgeR', 'outTables', 'outReport', 'edger', 'batch_factors', 'DESeq2', 'deseq_out', 'plots', 'deseq2', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Trimmomatic', 'runtime parameter for tool StringTie', 'runtime parameter for tool StringTie', 'runtime parameter for tool HISAT2', 'runtime parameter for tool Samtools view', 'runtime parameter for tool featureCounts', 'runtime parameter for tool DESeq2', 'Raw reads', 'FastQC on input dataset(s): Webpage', 'FastQC on input dataset(s): RawData', 'StringTie on input dataset(s): Assembled transcripts', 'HISAT2 on input dataset(s): aligned reads (BAM)', 'Samtools view on input dataset(s): filtered alignments', 'featureCounts on input dataset(s): Counts', 'featureCounts on input dataset(s): Summary', 'edgeR on input dataset(s): Tables', 'edgeR on input dataset(s): Report', 'DESeq2 result file on input dataset(s)', 'DESeq2 plots on input dataset(s)']","['view', 'samtools', 'stringtie', 'filtered', 'transcripts', 'samtools_view', 'alignments', 'assembled', 'on', 'dataset']",-1,view samtools stringtie filtered transcripts samtools_view alignments assembled on dataset,"[779, 874, 913]","[[], [], ['RNAseq', 'Illumina', 'Tophat', 'Cuffdiff']]",0.92297965,"['view', 'samtools', 'tool', 'runtime', 'parameter', 'for', 'stringtie', 'fastq_out', 'test', 'workflow']",-1,view samtools tool runtime parameter for stringtie fastq_out test workflow,"[377, 912, 517, 522]","[[], [], [], []]",0.9438735,"['stringtie', 'transcripts', 'fastq_out', 'assembled', 'on', 'dataset', 'input', 'plots', 'view', 'samtools']",-1,stringtie transcripts fastq_out assembled on dataset input plots view samtools,"[932, 870, 480, 803, 781]","[['COVID-19', 'ARTIC', 'covid19.galaxyproject.org'], [], [], [], []]",0.9207004,"['input', 'test', 'result', 'filtered', 'file', 'workflow', 'alignments', 'on', 'dataset', 'view']",-1,input test result filtered file workflow alignments on dataset view,"[75, 879, 297, 260, 853, 275]","[[], [], ['phylogeny', 'fasta', 'phylogenetic'], [], [], []]",0.9167847,"['view', 'samtools', 'input', 'adapters', 'filtered', 'transcripts', 'workflow', 'test', 'input_options', 'outputsam']",-1,view samtools input adapters filtered transcripts workflow test input_options outputsam,"[163, 26, 560, 718, 644, 535, 175]","[[], [], [], [], [], [], []]",0.8996239,"['test', 'samtools_view', 'input_options', 'workflow', 'hisat2', '', '', '', '', '']",-1,test samtools_view input_options workflow hisat2     ,"[750, 570, 54, 293, 495, 49, 537, 703]","[['aptamer', 'SELEX'], [], [], [], [], [], [], []]",0.91082776
429,c50f10ecd1ac2ff9.json,"['aptamer', 'SELEX']","['Persistence NrD Analysis Workflow: 2 rounds', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Count', 'out_file1', 'Count', 'out_file1', 'Sort', 'out_file1', 'Sort', 'out_file1', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Plotting tool', 'out_file_pdf', 'out_file_png', 'xy_plot', 'aptamer', 'SELEX']","['out_file1', 'column_maker', 'out_file_png', 'out_file_pdf', '', '', '', '', '', '']",0,out_file1 column_maker out_file_png out_file_pdf      ,"[481, 667, 285]","[[], ['virus', 'viroid', 'illumina', 'sRNAs'], []]",0.9341192,"['out_file1', 'column_maker', 'xy_plot', 'out_file_png', 'out_file_pdf', '', '', '', '', '']",0,out_file1 column_maker xy_plot out_file_png out_file_pdf     ,"[667, 22, 575, 263]","[['virus', 'viroid', 'illumina', 'sRNAs'], [], [], []]",0.91772664,"['sort', 'filter', 'cut', 'count', 'compute', 'analysis', 'aptamer', 'workflow', 'tool', 'selex']",0,sort filter cut count compute analysis aptamer workflow tool selex,"[388, 534, 858, 329, 947]","[['TnSeq', 'WilsonLab'], [], [], [], ['ChIPseq', 'tutorial']]",0.89405155,"['out_file1', 'column_maker', 'out_file_png', 'out_file_pdf', '', '', '', '', '', '']",0,out_file1 column_maker out_file_png out_file_pdf      ,"[796, 667, 978, 160, 223, 800]","[[], ['virus', 'viroid', 'illumina', 'sRNAs'], [], [], [], []]",0.92522407,"['out_file1', 'column_maker', 'out_file_png', 'out_file_pdf', '', '', '', '', '', '']",0,out_file1 column_maker out_file_png out_file_pdf      ,"[481, 200, 160, 406, 805, 800, 223]","[[], [], [], [], ['snp', 'ngs', 'pileup', 'bowtie'], [], []]",0.9151205,"['sort', 'filter', 'cut', 'count', 'compute', 'analysis', 'aptamer', 'workflow', 'tool', 'selex']",0,sort filter cut count compute analysis aptamer workflow tool selex,"[261, 714, 858, 329, 947, 703, 314, 588]","[[], ['aptamer', 'SELEX'], [], [], ['ChIPseq', 'tutorial'], [], ['ChIP-seq', 'bowtie', 'Mapping'], []]",0.887782
430,6783f54acee9df33.json,[],"[""'cut' workflow: no column reassignment (starts okay)"", 'Input dataset', 'input', 'Cut', 'out_file1', 'runtime parameter for tool Cut']","['cut', 'input', 'workflow', 'tool', 'starts', 'runtime', 'reassignment', 'parameter', 'out_file1', 'okay']",-1,cut input workflow tool starts runtime reassignment parameter out_file1 okay,"[738, 176, 778]","[[], ['aptamer', 'SELEX'], []]",0.93009883,"['starts', 'reassignment', 'okay', 'no', 'workflow', 'column', 'cut', '', '', '']",-1,starts reassignment okay no workflow column cut   ,"[325, 886, 170, 1004]","[[], ['COVID-19', 'covid19.galaxyproject.org'], [], ['COVID-19', 'ARTIC', 'covid19.galaxyproject.org']]",0.7676921,"['cut', 'workflow', 'tool', 'starts', 'runtime', 'reassignment', 'parameter', 'okay', 'no', 'for']",0,cut workflow tool starts runtime reassignment parameter okay no for,"[654, 659, 778, 359, 136]","[['saf', 'gtf'], [], [], [], []]",0.89207935,"['cut', 'workflow', 'tool', 'starts', 'runtime', 'reassignment', 'parameter', 'okay', 'no', 'for']",0,cut workflow tool starts runtime reassignment parameter okay no for,"[445, 942, 778, 359, 136, 260]","[[], [], [], [], [], []]",0.89512444,"['cut', 'input', 'workflow', 'tool', 'starts', 'runtime', 'reassignment', 'parameter', 'out_file1', 'okay']",-1,cut input workflow tool starts runtime reassignment parameter out_file1 okay,"[654, 778, 244, 644, 134, 957, 411]","[['saf', 'gtf'], [], ['aptamer', 'SELEX'], [], [], ['asbmr2016'], []]",0.9141277,"['input', 'out_file1', 'dataset', '', '', '', '', '', '', '']",0,input out_file1 dataset       ,"[332, 136, 943, 418, 562, 284, 1003, 61]","[[], [], [], [], [], [], [], []]",0.9383357
431,bc461addefad698a.json,[],"['Find exons with the highest number of features', 'Exons', 'Input dataset', 'Features', 'Input dataset', 'Join', 'output', 'join', 'Group', 'out_file1', 'Sort', 'outfile', 'text_processing', 'input', 'Select first', 'out_file1', 'input1', 'input2', 'Compare two Datasets', 'out_file1', 'runtime parameter for tool Select first', 'runtime parameter for tool Compare two Datasets', 'runtime parameter for tool Compare two Datasets', 'Exons', 'Features']","['input', 'out_file1', 'exons', 'features', 'join', 'dataset', 'group', 'the', 'text_processing', 'sort']",0,input out_file1 exons features join dataset group the text_processing sort,"[313, 478, 696]","[[], [], []]",0.9440631,"['dataset', 'input', '', '', '', '', '', '', '', '']",-1,dataset input        ,"[616, 13, 880, 166]","[['intervals', 'bedtools', 'slop'], [], [], ['ATAC', 'hg19']]",0.97238183,"['features', 'input', 'out_file1', 'exons', 'dataset', 'join', 'input1', 'number', 'group', 'of']",0,features input out_file1 exons dataset join input1 number group of,"[461, 762, 324, 313, 731]","[[], [], [], [], []]",0.9437563,"['select', 'first', 'dataset', 'input', 'features', '', '', '', '', '']",-1,select first dataset input features     ,"[839, 422, 864, 19, 513, 812]","[[], [], [], ['Exons', 'SNPs'], ['kaffashow'], []]",0.90629274,"['features', 'the', 'of', 'number', 'highest', 'find', 'with', 'select', 'first', 'exons']",-1,features the of number highest find with select first exons,"[953, 796, 602, 833, 976, 373, 598]","[[], [], ['viral', 'bacterial', 'quickies', 'variation', 'phylogeny'], [], [], [], []]",0.8215953,"['features', 'exons', 'the', 'text_processing', 'output', 'with', 'of', 'number', 'highest', 'find']",-1,features exons the text_processing output with of number highest find,"[652, 540, 746, 56, 890, 40, 790, 814]","[[], [], [], [], [], [], [], []]",0.887202
